0.8798	0.7903	0.5873	0.7516	0.8413	0.8618	0.7200	0.8030	smiles U_1851_1a2  nn[120, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.8364	0.7544	0.5198	0.7057	0.8186	0.8367	0.6786	0.7657	pubchem U_1851_1a2  nn	
0.8371	0.7460	0.5092	0.6820	0.8305	0.8413	0.6646	0.7533	pubchem U_1851_1a2  svm0.05	
0.8448	0.7470	0.5047	0.6992	0.8099	0.8290	0.6714	0.7586	pubchem U_1851_1a2  rf100	
0.8734	0.7768	0.5650	0.7254	0.8445	0.8601	0.7001	0.7870	pubchem U_1851_1a2  gbm100	
0.8310	0.7195	0.4624	0.6418	0.8218	0.8259	0.6352	0.7223	ECFP U_1851_1a2  nn	
0.8557	0.7512	0.5125	0.7049	0.8121	0.8317	0.6763	0.7631	ECFP U_1851_1a2  svm0.05	
0.8540	0.7050	0.4731	0.5549	0.9028	0.8827	0.6062	0.6814	ECFP U_1851_1a2  rf100	
0.8188	0.6799	0.4103	0.5492	0.8521	0.8302	0.5892	0.6611	ECFP U_1851_1a2  gbm100	
0.8685	0.7801	0.5631	0.7541	0.8143	0.8425	0.7154	0.7958	MACCS U_1851_1a2  nn	
0.8650	0.7749	0.5595	0.7287	0.8359	0.8540	0.7005	0.7864	MACCS U_1851_1a2  svm0.05	
0.8662	0.7679	0.5491	0.7123	0.8413	0.8553	0.6894	0.7773	MACCS U_1851_1a2  rf100	
0.8701	0.7712	0.5588	0.7074	0.8553	0.8656	0.6893	0.7785	MACCS U_1851_1a2  gbm100	
0.6998	0.4315	0.0000	0.0000	1.0000	0.0000	0.4315	0.0000	smiles U_1851_1a2  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.8355	0.7507	0.5153	0.6943	0.8251	0.8394	0.6719	0.7600	pubchem U_1851_1a2  nn	
0.8371	0.7460	0.5092	0.6820	0.8305	0.8413	0.6646	0.7533	pubchem U_1851_1a2  svm0.05	
0.8428	0.7367	0.4846	0.6885	0.8002	0.8195	0.6610	0.7483	pubchem U_1851_1a2  rf100	
0.8708	0.7726	0.5582	0.7172	0.8456	0.8595	0.6941	0.7819	pubchem U_1851_1a2  gbm100	
0.8354	0.7195	0.4741	0.6172	0.8542	0.8480	0.6288	0.7144	ECFP U_1851_1a2  nn	
0.8557	0.7512	0.5125	0.7049	0.8121	0.8317	0.6763	0.7631	ECFP U_1851_1a2  svm0.05	
0.8605	0.7269	0.5040	0.5975	0.8974	0.8847	0.6286	0.7133	ECFP U_1851_1a2  rf100	
0.8200	0.6831	0.4154	0.5549	0.8521	0.8317	0.5923	0.6657	ECFP U_1851_1a2  gbm100	
0.8694	0.7847	0.5698	0.7680	0.8067	0.8396	0.7252	0.8022	MACCS U_1851_1a2  nn	
0.8650	0.7749	0.5595	0.7287	0.8359	0.8540	0.7005	0.7864	MACCS U_1851_1a2  svm0.05	
