0.3034	0.7407	0.0000	1.0000	0.0000	0.7407	0.0000	0.8510	smiles U_1851_2c9  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7788	0.7354	0.3605	0.7829	0.5996	0.8482	0.4916	0.8142	pubchem U_1851_2c9  nn	
0.7611	0.7393	0.3393	0.8096	0.5382	0.8336	0.4974	0.8214	pubchem U_1851_2c9  svm0.05	
0.7795	0.7697	0.3444	0.8970	0.4060	0.8118	0.5798	0.8523	pubchem U_1851_2c9  rf100	
0.7523	0.7330	0.2757	0.8422	0.4209	0.8060	0.4829	0.8237	pubchem U_1851_2c9  gbm100	
0.7740	0.7581	0.3676	0.8390	0.5270	0.8352	0.5340	0.8371	ECFP U_1851_2c9  nn	
0.7835	0.7644	0.3733	0.8527	0.5121	0.8331	0.5489	0.8428	ECFP U_1851_2c9  svm0.05	
0.7982	0.7798	0.3280	0.9674	0.2439	0.7852	0.7238	0.8668	ECFP U_1851_2c9  rf100	
0.7527	0.7615	0.2895	0.9198	0.3091	0.7918	0.5744	0.8510	ECFP U_1851_2c9  gbm100	
0.7788	0.7489	0.3598	0.8194	0.5475	0.8380	0.5149	0.8286	MACCS U_1851_2c9  nn	
0.7302	0.7117	0.2436	0.8096	0.4320	0.8028	0.4427	0.8062	MACCS U_1851_2c9  svm0.05	
0.7437	0.7451	0.3090	0.8501	0.4451	0.8140	0.5096	0.8316	MACCS U_1851_2c9  rf100	
0.7320	0.7137	0.2676	0.7973	0.4749	0.8126	0.4505	0.8049	MACCS U_1851_2c9  gbm100	
0.5555	0.8986	0.0000	1.0000	0.0000	0.8986	0.0000	0.9466	smiles U_1851_2c9  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7791	0.8407	0.2592	0.8893	0.4095	0.9303	0.2945	0.9093	pubchem U_1851_2c9  nn	
0.7839	0.8493	0.2806	0.8979	0.4190	0.9320	0.3165	0.9146	pubchem U_1851_2c9  svm0.05	
0.7513	0.8812	0.1760	0.9618	0.1667	0.9109	0.3302	0.9357	pubchem U_1851_2c9  rf100	
0.7798	0.8817	0.2560	0.9511	0.2667	0.9200	0.3810	0.9353	pubchem U_1851_2c9  gbm100	
0.7021	0.8194	0.1645	0.8764	0.3143	0.9189	0.2230	0.8971	ECFP U_1851_2c9  nn	
0.7183	0.8276	0.2200	0.8780	0.3810	0.9263	0.2606	0.9015	ECFP U_1851_2c9  svm0.05	
0.6854	0.8938	0.0932	0.9893	0.0476	0.9020	0.3333	0.9436	ECFP U_1851_2c9  rf100	
0.6732	0.8865	0.1284	0.9753	0.1000	0.9057	0.3134	0.9392	ECFP U_1851_2c9  gbm100	
0.7675	0.8503	0.3024	0.8952	0.4524	0.9354	0.3276	0.9149	MACCS U_1851_2c9  nn	
0.7558	0.8600	0.2348	0.9215	0.3143	0.9225	0.3113	0.9220	MACCS U_1851_2c9  svm0.05	
0.7200	0.8851	0.2051	0.9640	0.1857	0.9130	0.3679	0.9378	MACCS U_1851_2c9  rf100	
0.7743	0.8778	0.2131	0.9516	0.2238	0.9157	0.3431	0.9333	MACCS U_1851_2c9  gbm100	
0.6564	0.6292	0.0000	1.0000	0.0000	0.6292	0.0000	0.7724	smiles U_1851_2c9  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7960	0.7301	0.3942	0.9094	0.4258	0.7288	0.7348	0.8091	pubchem U_1851_2c9  nn	
0.7914	0.7282	0.3894	0.9025	0.4323	0.7295	0.7233	0.8069	pubchem U_1851_2c9  svm0.05	
0.7851	0.7021	0.3281	0.9555	0.2721	0.6901	0.7828	0.8014	pubchem U_1851_2c9  rf100	
0.7900	0.7069	0.3430	0.9593	0.2786	0.6929	0.8015	0.8046	pubchem U_1851_2c9  gbm100	
0.7665	0.7137	0.3534	0.8903	0.4141	0.7205	0.6898	0.7964	ECFP U_1851_2c9  nn	
0.7624	0.7204	0.3707	0.8887	0.4349	0.7274	0.6973	0.8000	ECFP U_1851_2c9  svm0.05	
0.7684	0.6577	0.1946	0.9800	0.1107	0.6515	0.7658	0.7827	ECFP U_1851_2c9  rf100	
0.7439	0.6789	0.2693	0.9770	0.1732	0.6672	0.8160	0.7929	ECFP U_1851_2c9  gbm100	
0.7908	0.7228	0.3772	0.8849	0.4479	0.7311	0.6964	0.8007	MACCS U_1851_2c9  nn	
0.7654	0.6944	0.3007	0.9140	0.3216	0.6957	0.6880	0.7900	MACCS U_1851_2c9  svm0.05	
0.7711	0.6857	0.2810	0.9578	0.2240	0.6768	0.7577	0.7931	MACCS U_1851_2c9  rf100	
0.7782	0.6857	0.2790	0.9509	0.2357	0.6785	0.7388	0.7919	MACCS U_1851_2c9  gbm100	
0.6789	0.3631	0.0000	1.0000	0.0000	0.3631	0.0000	0.5328	smiles U_1851_2c9  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7390	0.6678	0.3425	0.7154	0.6406	0.5316	0.7979	0.6100	pubchem U_1851_2c9  nn	
0.7417	0.6659	0.3281	0.6862	0.6543	0.5309	0.7853	0.5986	pubchem U_1851_2c9  svm0.05	
0.7089	0.5480	0.2183	0.8165	0.3950	0.4348	0.7906	0.5675	pubchem U_1851_2c9  rf100	
