0.4271	0.8346	0.0000	1.0000	0.0000	0.8346	0.0000	0.9098	smiles U_1851_2d6  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7924	0.8288	0.3751	0.8993	0.4730	0.8959	0.4821	0.8976	pubchem U_1851_2d6  nn	
0.7846	0.8069	0.3659	0.8602	0.5378	0.9038	0.4326	0.8814	pubchem U_1851_2d6  svm0.05	
0.7762	0.8592	0.3956	0.9625	0.3378	0.8800	0.6410	0.9194	pubchem U_1851_2d6  rf100	
0.7998	0.8489	0.4037	0.9314	0.4324	0.8923	0.5556	0.9114	pubchem U_1851_2d6  gbm100	
0.7666	0.8404	0.3806	0.9218	0.4297	0.8908	0.5213	0.9060	ECFP U_1851_2d6  nn	
0.7981	0.8324	0.3829	0.9036	0.4730	0.8964	0.4930	0.9000	ECFP U_1851_2d6  svm0.05	
0.8211	0.8717	0.4386	0.9850	0.3000	0.8765	0.7986	0.9276	ECFP U_1851_2d6  rf100	
0.7878	0.8556	0.3840	0.9577	0.3405	0.8799	0.6146	0.9172	ECFP U_1851_2d6  gbm100	
0.8027	0.8453	0.3855	0.9309	0.4135	0.8890	0.5426	0.9095	MACCS U_1851_2d6  nn	
0.7543	0.8190	0.3248	0.8988	0.4162	0.8860	0.4490	0.8923	MACCS U_1851_2d6  svm0.05	
0.7757	0.8583	0.3841	0.9657	0.3162	0.8769	0.6464	0.9192	MACCS U_1851_2d6  rf100	
0.7879	0.8516	0.4026	0.9384	0.4135	0.8898	0.5709	0.9135	MACCS U_1851_2d6  gbm100	
0.5381	0.8426	0.0000	1.0000	0.0000	0.8426	0.0000	0.9146	smiles U_1851_2d6  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.8459	0.8780	0.4824	0.9576	0.4517	0.9034	0.6653	0.9297	pubchem U_1851_2d6  nn	
0.8401	0.8717	0.4727	0.9448	0.4801	0.9068	0.6190	0.9254	pubchem U_1851_2d6  svm0.05	
0.8271	0.8641	0.3420	0.9894	0.1932	0.8678	0.7727	0.9246	pubchem U_1851_2d6  rf100	
0.8336	0.8686	0.4207	0.9618	0.3693	0.8909	0.6436	0.9250	pubchem U_1851_2d6  gbm100	
0.7517	0.8574	0.3146	0.9767	0.2188	0.8700	0.6364	0.9203	ECFP U_1851_2d6  nn	
0.8048	0.8677	0.4058	0.9666	0.3381	0.8866	0.6538	0.9249	ECFP U_1851_2d6  svm0.05	
0.7968	0.8485	0.1740	0.9984	0.0455	0.8485	0.8421	0.9174	ECFP U_1851_2d6  rf100	
0.8083	0.8565	0.2843	0.9867	0.1591	0.8627	0.6914	0.9206	ECFP U_1851_2d6  gbm100	
0.8320	0.8713	0.4427	0.9586	0.4034	0.8959	0.6455	0.9262	MACCS U_1851_2d6  nn	
0.8322	0.8596	0.3729	0.9586	0.3295	0.8845	0.5979	0.9201	MACCS U_1851_2d6  svm0.05	
0.8480	0.8605	0.3096	0.9926	0.1534	0.8626	0.7941	0.9230	MACCS U_1851_2d6  rf100	
0.8419	0.8722	0.4119	0.9793	0.2983	0.8820	0.7292	0.9281	MACCS U_1851_2d6  gbm100	
0.6031	0.7787	0.0000	1.0000	0.0000	0.7787	0.0000	0.8756	smiles U_1851_2d6  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7159	0.8024	0.3254	0.9460	0.2970	0.8257	0.6100	0.8818	pubchem U_1851_2d6  nn	
0.7266	0.8015	0.3429	0.9300	0.3495	0.8342	0.5864	0.8795	pubchem U_1851_2d6  svm0.05	
0.7064	0.7975	0.2697	0.9696	0.1919	0.8085	0.6419	0.8818	pubchem U_1851_2d6  rf100	
0.7096	0.7984	0.2989	0.9512	0.2606	0.8191	0.6028	0.8802	pubchem U_1851_2d6  gbm100	
0.6817	0.7823	0.2539	0.9294	0.2646	0.8164	0.5157	0.8693	ECFP U_1851_2d6  nn	
0.7198	0.7890	0.2955	0.9237	0.3152	0.8260	0.5398	0.8721	ECFP U_1851_2d6  svm0.05	
0.7068	0.7868	0.1763	0.9851	0.0889	0.7919	0.6286	0.8780	ECFP U_1851_2d6  rf100	
0.7097	0.7926	0.2377	0.9719	0.1616	0.8031	0.6202	0.8795	ECFP U_1851_2d6  gbm100	
0.7149	0.8002	0.3481	0.9219	0.3717	0.8378	0.5750	0.8778	MACCS U_1851_2d6  nn	
0.7253	0.7966	0.3032	0.9420	0.2848	0.8226	0.5826	0.8782	MACCS U_1851_2d6  svm0.05	
0.7114	0.7970	0.2732	0.9650	0.2061	0.8105	0.6258	0.8810	MACCS U_1851_2d6  rf100	
0.7104	0.8033	0.3138	0.9587	0.2566	0.8194	0.6382	0.8836	MACCS U_1851_2d6  gbm100	
0.6030	0.8310	0.0000	1.0000	0.0000	0.8310	0.0000	0.9077	smiles U_1851_2d6  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7290	0.8422	0.3399	0.9484	0.3201	0.8728	0.5576	0.9090	pubchem U_1851_2d6  nn	
0.7314	0.8279	0.2860	0.9360	0.2963	0.8674	0.4848	0.9004	pubchem U_1851_2d6  svm0.05	
0.7224	0.8471	0.2874	0.9871	0.1587	0.8523	0.7143	0.9148	pubchem U_1851_2d6  rf100	
0.7311	0.8458	0.3030	0.9742	0.2143	0.8591	0.6279	0.9130	pubchem U_1851_2d6  gbm100	
0.7078	0.8306	0.3007	0.9365	0.3095	0.8696	0.4979	0.9018	ECFP U_1851_2d6  nn	
0.7273	0.8154	0.2841	0.9107	0.3466	0.8727	0.4411	0.8913	ECFP U_1851_2d6  svm0.05	
0.7201	0.8418	0.2272	0.9957	0.0847	0.8425	0.8000	0.9127	ECFP U_1851_2d6  rf100	
0.7297	0.8426	0.2610	0.9822	0.1561	0.8513	0.6413	0.9121	ECFP U_1851_2d6  gbm100	
0.7396	0.8409	0.3371	0.9462	0.3228	0.8730	0.5495	0.9081	MACCS U_1851_2d6  nn	
0.7384	0.8485	0.3226	0.9736	0.2328	0.8619	0.6423	0.9144	MACCS U_1851_2d6  svm0.05	
0.7201	0.8413	0.2357	0.9882	0.1190	0.8465	0.6716	0.9119	MACCS U_1851_2d6  rf100	
0.7356	0.8494	0.3081	0.9849	0.1825	0.8556	0.7113	0.9157	MACCS U_1851_2d6  gbm100	
0.6740	0.8163	0.0000	1.0000	0.0000	0.8163	0.0000	0.8988	smiles U_1851_2d6  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7891	0.8520	0.4308	0.9573	0.3844	0.8736	0.6695	0.9135	pubchem U_1851_2d6  nn	
0.7666	0.8556	0.4294	0.9737	0.3309	0.8660	0.7391	0.9167	pubchem U_1851_2d6  svm0.05	
0.7683	0.8476	0.3783	0.9803	0.2579	0.8544	0.7465	0.9130	pubchem U_1851_2d6  rf100	
0.7778	0.8449	0.3635	0.9792	0.2482	0.8526	0.7286	0.9115	pubchem U_1851_2d6  gbm100	
0.7550	0.8489	0.4230	0.9518	0.3917	0.8742	0.6466	0.9114	ECFP U_1851_2d6  nn	
0.7625	0.8346	0.3716	0.9392	0.3698	0.8688	0.5779	0.9026	ECFP U_1851_2d6  svm0.05	
0.7797	0.8350	0.2947	0.9836	0.1752	0.8412	0.7059	0.9068	ECFP U_1851_2d6  rf100	
0.7608	0.8301	0.2648	0.9803	0.1630	0.8388	0.6505	0.9040	ECFP U_1851_2d6  gbm100	
