0.4327	0.6686	0.0000	0.0000	1.0000	0.0000	0.6686	0.0000	smiles U_488917  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7662	0.7442	0.3752	0.3480	0.9406	0.7438	0.7443	0.4741	pubchem U_488917  nn	
0.7694	0.7432	0.3878	0.4795	0.8739	0.6534	0.7721	0.5531	pubchem U_488917  svm0.05	
0.7821	0.7345	0.3479	0.2778	0.9609	0.7787	0.7286	0.4095	pubchem U_488917  rf100	
0.7597	0.7209	0.3197	0.3889	0.8855	0.6274	0.7451	0.4801	pubchem U_488917  gbm100	
0.6937	0.7209	0.3081	0.3216	0.9188	0.6627	0.7321	0.4331	ECFP U_488917  nn	
0.7302	0.7267	0.3299	0.3684	0.9043	0.6562	0.7429	0.4719	ECFP U_488917  svm0.05	
0.7640	0.7355	0.3607	0.2368	0.9826	0.8710	0.7220	0.3724	ECFP U_488917  rf100	
0.7399	0.7355	0.3521	0.2719	0.9652	0.7949	0.7279	0.4052	ECFP U_488917  gbm100	
0.7220	0.7248	0.3340	0.4152	0.8783	0.6283	0.7519	0.5000	MACCS U_488917  nn	
0.7145	0.7316	0.3405	0.3538	0.9188	0.6836	0.7415	0.4663	MACCS U_488917  svm0.05	
0.7410	0.7200	0.3016	0.2865	0.9348	0.6853	0.7255	0.4041	MACCS U_488917  rf100	
0.7149	0.7287	0.3332	0.3567	0.9130	0.6703	0.7412	0.4656	MACCS U_488917  gbm100	
0.6591	0.6405	0.0000	0.0000	1.0000	0.0000	0.6405	0.0000	smiles U_488917  nn[2, 32, 384, 17, 8, 0.9, 0.6, 0.6, 9]	
0.7265	0.7200	0.3640	0.4825	0.8533	0.6486	0.7460	0.5533	pubchem U_488917  nn	
0.7167	0.7219	0.3669	0.4744	0.8608	0.6567	0.7448	0.5509	pubchem U_488917  svm0.05	
0.7162	0.6996	0.2963	0.3154	0.9153	0.6763	0.7043	0.4301	pubchem U_488917  rf100	
0.7146	0.6783	0.2419	0.3154	0.8820	0.6000	0.6965	0.4134	pubchem U_488917  gbm100	
0.7408	0.7277	0.3839	0.5040	0.8533	0.6585	0.7540	0.5710	ECFP U_488917  nn	
